r2 ,input ,port1,port2,port3,port4 
0.17670837,1,0.210914421,0.235107635,0.160328132,0.157448514
0.146372827,1,0.064819669,0.079123244,0.076671482,0.131046552
0.092157823,1,0.136143529,0.144599312,0.110406176,0.085625925
0.183797286,1,0.213489896,0.279556102,0.188638658,0.240021422
0.192576027,1,0.205524047,0.200670776,0.121778258,0.138978737
0.247171592,1,0.234319139,0.222397069,0.198602554,0.247641754
0.136448963,1,0.672217087,0.125339073,0.103878047,0.090579709
0.091743783,1,0.123717564,0.135762188,0.133709782,0.06862514
0.116535156,1,0.134512542,0.110236036,0.087409395,0.120074858
0.220721068,1,0.292261573,0.239136837,0.256188606,0.22420918
0.18202937,1,0.22209919,0.214498916,0.19280216,0.164448478
0.12505774,1,0.18260486,0.158576615,0.041097344,0.102496267
0.252051085,1,0.28904488,0.209834121,0.294787659,0.219020839
0.209056106,1,0.191530879,0.209097588,0.226221281,0.246828671
0.09793532,1,0.147604895,0.099393395,0.077236502,0.064474025
0.154034812,1,0.2000293,0.285074915,0.172558776,0.228835948
0.223198358,1,0.288354087,0.275506433,0.246698676,0.218519394
0.23628789,1,0.277558299,0.24043973,0.2394935,0.240709023
0.237836849,1,0.240846736,0.238616017,0.251269582,0.182752054
0.260887797,1,0.28513363,0.257324771,0.275159983,0.290344545
0.175624584,1,0.028832381,0.075624657,0.070004698,0.120911136
0.178499809,1,0.214178516,0.268218529,0.171646812,0.25395342
0.093117621,1,0.151148111,0.128182359,0.065979354,0.068093283
0.163283074,1,0.182042172,0.241090283,0.217893349,0.200280276
0.171331473,1,0.200449918,0.181369634,0.189226984,0.201593294
0.244051785,1,0.189474847,0.283542217,0.212498893,0.242131506
0.287700385,1,0.321519873,0.253533638,0.263719641,0.276466567
0.189358995,1,0.185219134,0.24182964,0.155116607,0.193060998
0.222246606,1,0.201346306,0.251879875,0.23010601,0.244395914
0.096186904,1,0.190000834,0.145206127,0.088618607,0.070757865
0.171920988,1,0.211558874,0.189115886,0.159689606,0.17046003
0.111053506,1,0.130244413,0.072208124,0.071741,0.046656018
0.221089663,1,0.20971958,0.235963195,0.170851835,0.259995155
0.248080681,1,0.287647242,0.215230173,0.247686022,0.248415622
0.217403209,1,0.248673511,0.296109874,0.219859966,0.256635518
0.204274527,1,0.144819487,0.243125408,0.188994186,0.268194369
0.084202834,1,0.145669647,0.121661583,0.094040385,0.036976246
0.246044277,1,0.276464919,0.222668215,0.277554698,0.19904993
0.178328275,1,0.197998439,0.143540204,0.183196544,0.157317994
0.135958967,1,0.162536265,0.144463922,0.054063129,0.077814678
0.182820523,1,0.205786406,0.233849215,0.146238442,0.138882726
0.23196465,1,0.192863476,0.23175362,0.211795794,0.215200916
0.156588717,1,0.672978871,0.119530799,0.110098231,0.124985764
0.228635641,1,0.272410621,0.248915406,0.263380747,0.209345287
0.200513814,1,0.245736417,0.270827021,0.146384368,0.273459927
0.278735684,1,0.225563816,0.155007075,1.134411632,1.10924213
0.25490138,1,0.141317294,0.251754499,0.260278325,0.164952651
0.200843852,1,0.189461852,0.274496424,0.231292913,0.229436192
0.236581132,1,0.23319586,0.224883988,0.232283055,0.262185361
0.209280662,1,0.25804895,0.23967433,0.210549425,0.211984919
0.09965197,1,0.186658692,0.157132218,0.06522113,0.086766567
0.220402696,1,0.219262068,0.265203035,0.186268153,0.263667392
0.180429643,1,0.243537197,0.217434919,0.140991525,0.139205302
0.248995365,1,0.245011593,0.271168376,0.233403631,0.272510734
0.155126527,1,0.22044911,0.25218369,0.174960413,0.239787002
0.190124524,1,0.210971727,0.296052009,0.210900266,0.257596668
0.160804914,1,0.25211685,0.270252704,0.173048944,0.29160577
0.127116595,1,0.626505441,0.122320151,0.087009449,0.068674067
0.104271529,1,0.207404921,0.16752496,0.048535556,0.085032978
0.294979794,1,0.298999599,0.224204522,0.281976627,0.279659835
0.080647883,1,0.191361788,0.158391738,0.087642402,0.064523127
0.210860051,1,0.24209117,0.246308335,0.204630792,0.261117798
0.129408777,1,0.068773211,0.060419174,0.071299876,0.108759497
0.243435623,1,0.239923069,0.263960707,0.21258315,0.200772277
0.086779019,1,0.174178308,0.156069526,0.065877393,0.037342417
0.187915514,1,0.167538289,0.251484315,0.107515635,0.233531043
0.152669131,1,0.636079382,0.058510017,0.083739279,0.054657553
0.132718963,1,0.146815784,0.126260297,0.089197444,0.061754365
0.217016424,1,0.180144633,0.217522972,0.26552736,0.252580731
0.148178712,1,0.188966239,0.175085611,0.167027621,0.156659054
0.154090363,1,0.216860231,0.20618004,0.166707063,0.154688673
0.302141974,1,0.317793301,0.277993193,0.278753629,0.248123069
0.21496524,1,0.255042089,0.236606222,0.256520862,0.21756483
0.111733264,1,0.132429429,0.142097128,0.095540952,0.936666328
0.173374122,1,0.035984886,0.037619399,0.087579689,0.081297221
0.084276931,1,0.121434434,0.140592208,0.109068326,0.095914033
0.148857098,1,0.229984937,0.231256945,0.168207774,0.110663967
0.135904548,1,0.099281036,0.115870357,0.071952341,0.059873143
0.211516096,1,0.227791178,0.263088492,0.190900125,0.246152937
0.231329318,1,0.255910114,0.2232942,0.248515703,0.21409572
0.237186472,1,0.279640385,0.25032125,0.260728365,0.213662416
0.165825183,1,0.20293623,0.215108107,0.15366069,0.13786099
0.23003478,1,0.283466172,0.210077743,0.272168974,0.214754302
0.221485313,1,0.245542607,0.268676766,0.249337235,0.288932521
0.198527504,1,0.193913715,0.257190206,0.205038591,0.228331611
0.181755681,1,0.170964363,0.252817662,0.151048447,0.219612746
0.212167831,1,0.273349574,0.268725993,0.254113396,0.219771407
0.247346237,1,0.176261254,0.263510141,0.219771117,0.24658417
0.186851153,1,0.264225685,0.26115979,0.209204568,0.232320405
0.230614563,1,0.220878962,0.268058458,0.190255228,0.238918413
0.25173253,1,0.163881629,0.207928939,0.275005714,0.14653444
0.173369884,1,0.191318902,0.252555399,0.184244812,0.238060606
0.225439812,1,0.319759995,0.221757057,0.277076982,0.217428676
0.134534593,1,0.637968893,0.118220968,0.059961614,0.078416364
0.127619476,1,0.171954813,0.150036741,0.02075554,0.084648557
0.303820123,1,0.272272106,0.192400136,1.128085685,1.102852354
0.116256462,1,0.167093527,0.127857436,0.068642356,0.068447507
0.239618864,1,0.233735649,0.262960729,0.290822972,0.253211165
0.196318717,1,0.214975972,0.234990478,0.1864722,0.290518391
0.279689819,1,0.250313768,0.18361019,1.103138866,1.13115805
0.146543414,1,0.632864268,0.073287325,0.11708148,0.095653516
0.232689575,1,0.210530857,0.249351429,0.223311831,0.225595863
0.231754063,1,0.25785459,0.26598536,0.245771875,0.19924257
0.177597734,1,0.162618544,0.187829267,0.113976033,0.218557113
0.254267608,1,0.182959113,0.267476603,0.192748234,0.283577785
0.246022403,1,0.307424132,0.261193859,0.234977881,0.310127091
0.232920448,1,0.29025577,0.247111629,0.268014332,0.205685233
0.187073848,1,0.20057292,0.263625732,0.170446147,0.226069296
0.181100425,1,0.19945971,0.262568657,0.196994805,0.264341115
0.256016329,1,0.291428885,0.229349007,0.248071799,0.30996092
0.131502821,1,0.642928216,0.118196575,0.128731094,0.11902721
0.157106665,1,0.148254548,0.160274014,0.207504567,0.155204007
0.286183723,1,0.193408875,0.257504933,0.227597418,0.143451247
0.25732732,1,0.26390539,0.260412146,0.251202731,0.237184745
0.255404724,1,0.266806552,0.276134136,0.241067465,0.174083232
0.264330505,1,0.167316733,0.248527364,0.262446179,0.129209581
0.2765273,1,0.261245608,0.240560851,0.217334557,0.22347571
0.128806272,1,0.640122781,0.14905336,0.084960565,0.09710842
0.110064807,1,0.637720878,0.077616548,0.108731721,0.095651089
0.11900815,1,0.201489079,0.157657539,0.050846555,0.066300867
0.242691261,1,0.189063333,0.22914671,0.243082893,0.253859034
0.25801348,1,0.196655072,0.26121106,0.203208408,0.266419479
0.174033933,1,0.202589498,0.212038316,0.140978747,0.214191285
0.076518004,1,0.169840033,0.147872627,0.082579445,0.088347612
0.219603383,1,0.2398195,0.238088976,0.255070797,0.22158643
0.225264007,1,0.18345275,0.265533891,0.157382975,0.249167954
0.159094933,1,0.245015133,0.265109806,0.146131342,0.242608186
0.113978031,1,0.140495444,0.150033933,0.134809593,0.920385509
0.172962341,1,0.237983632,0.306398469,0.164473692,0.253951387
0.286754918,1,0.300850002,0.22972662,0.265900824,0.259082316
0.222818399,1,0.275599773,0.267782999,0.267986703,0.203699184
0.12402446,1,0.623205092,0.148181199,0.122783543,0.085607264
0.252634246,1,0.293991928,0.24571017,0.252365735,0.217960098
0.1395976,1,0.219090582,0.203686355,0.154173453,0.138058178
0.237293944,1,0.288581925,0.285627643,0.295283282,0.301387144
0.30582627,1,0.209805345,0.155228738,1.1269422,1.15148545
0.190603116,1,0.209828123,0.228364751,0.182027135,0.274971313
0.204755557,1,0.198649746,0.266318913,0.230258675,0.229745778
0.247579993,1,0.338904772,0.231564404,0.272625536,0.248271699
0.282097143,1,0.239334766,0.152601287,1.175240677,1.126391552
0.241850304,1,0.284490903,0.235846223,0.261468832,0.206799976
0.114716199,1,0.652873961,0.121988112,0.093345102,0.080518809
0.1956129,1,0.1884715,0.180381031,0.201811026,0.172579087
0.25937175,1,0.328631315,0.317082155,0.288550889,0.247355178
0.231410256,1,0.158689713,0.268744703,0.27185073,0.149773019
0.149478776,1,0.656317003,0.112999919,0.116478707,0.117963925
0.141026062,1,0.125861625,0.113848159,0.090408468,0.11718595
0.243341444,1,0.152790428,0.288181525,0.283721815,0.185568011
0.274781117,1,0.272083996,0.208725876,0.256609081,0.25148936
0.145194846,1,0.068307946,0.062222381,0.08983695,0.146018062
0.138972078,1,0.144353275,0.154124857,0.100180466,0.915722046
0.093333188,1,0.187692705,0.132895373,0.126108459,0.079729344
0.20530882,1,0.155989438,0.197700968,0.174365323,0.237994058
0.162349647,1,0.131574856,0.140825651,0.124639344,0.972642681
0.223366447,1,0.216299941,0.252723089,0.163741404,0.252384177
0.151598188,1,0.04926561,0.054914207,0.061924192,0.103169728
0.218910948,1,0.236991387,0.302407829,0.22021732,0.246086689
0.250997617,1,0.198425891,0.237049914,0.248381399,0.175986996
0.166303723,1,0.068484916,0.036533532,0.048839609,0.120664638
0.120600308,1,0.044581788,0.047848443,0.075189303,0.101528986
0.239420858,1,0.196082329,0.261612148,0.207265903,0.207214779
0.069854806,1,0.133500186,0.124843694,0.111688985,0.113350264
0.170505585,1,0.197271003,0.20399638,0.134174648,0.13046342
0.154895176,1,0.042545924,0.079807499,0.068417686,0.096616551
0.151953171,1,0.236692877,0.189088781,0.16101701,0.140824054
0.208892093,1,0.184807071,0.201597583,0.176887376,0.179333898
0.182207412,1,0.176445366,0.244069794,0.186160288,0.280848457
0.198946558,1,0.240826521,0.253758163,0.169408016,0.2879416
0.152200217,1,0.073347405,0.034255114,0.050518418,0.095644631
0.289040175,1,0.240437502,0.171133856,1.127093411,1.110208342
0.294469447,1,0.337782839,0.342045416,0.309573273,0.212286232
0.115011066,1,0.159119999,0.154080272,0.117213906,0.945344864
0.201113671,1,0.217460634,0.274976397,0.148447755,0.239898192
0.238977955,1,0.259715297,0.259857758,0.30323662,0.230551407
0.137210248,1,0.220763971,0.230082799,0.168874235,0.242518187
0.173711764,1,0.226885238,0.155684871,0.169775421,0.171040587
0.261595273,1,0.113594117,0.264947528,0.330382418,0.157650597
0.108017193,1,0.627563872,0.11184234,0.066082904,0.1082284
0.084468102,1,0.147162341,0.164632636,0.076377909,0.099632968
0.135923633,1,0.149503183,0.12854393,0.090917682,0.121415318
0.272834898,1,0.235860837,0.259747102,0.232044682,0.215305273
0.104570646,1,0.12574648,0.163833021,0.13489228,0.967620543
0.117003613,1,0.156136551,0.110547018,0.056053177,0.065881045
0.198635467,1,0.228884178,0.247216094,0.231239826,0.278902551
0.138410175,1,0.195494684,0.162326635,0.091284862,0.089872966
0.242704723,1,0.214301882,0.232449293,0.263539423,0.203095096
0.27763126,1,0.333347104,0.254081645,0.267566319,0.27861234
0.179792448,1,0.189045946,0.216822865,0.168013441,0.183157346
0.270920068,1,0.242246403,0.157078501,1.110598339,1.135922635
0.26042515,1,0.251829391,0.214759638,0.30351946,0.230185995
0.105824181,1,0.151286355,0.129924177,0.100124901,0.128222664
0.245053047,1,0.204160636,0.179844548,0.225388967,0.254967882
0.141780046,1,0.064326029,0.063621382,0.081352135,0.095445275
0.112711962,1,0.123796671,0.13862257,0.10946523,0.059402474
0.298887465,1,0.343805379,0.298868363,0.274136804,0.23865108
0.207503833,1,0.211302962,0.261350416,0.179445113,0.266468021
0.07967309,1,0.186137879,0.134790374,0.111789101,0.075201297
0.221294501,1,0.214233186,0.243993644,0.167220462,0.253087551
0.28252703,1,0.228467305,0.216323286,1.109234227,1.138940012
0.270290751,1,0.306382457,0.266721418,0.294010169,0.277312173
0.201753489,1,0.21740634,0.273687561,0.250909173,0.265121397
0.197233473,1,0.197894271,0.245751316,0.260495443,0.279871732
0.161787468,1,0.18143763,0.270234174,0.154823655,0.268708507
0.281460762,1,0.226551523,0.199485616,1.160697944,1.098508474
0.119290772,1,0.143633023,0.107417517,0.109363309,0.070365151
0.156342638,1,0.172424468,0.226315754,0.139061238,0.221640755
0.252660076,1,0.307288966,0.272352874,0.268266881,0.21255431
0.163306029,1,0.198054709,0.206871374,0.155441999,0.194163466
0.254150673,1,0.224757981,0.296123604,0.169308274,0.268672229
0.155712249,1,0.251757732,0.198064519,0.178794029,0.128526216
0.192630044,1,0.193914296,0.15549806,0.206591508,0.179673492
0.119226665,1,0.168283444,0.140946072,0.125494681,0.080629031
0.159296225,1,0.19349791,0.157340552,0.183314901,0.152174428
0.229982457,1,0.280469263,0.223072158,0.225044052,0.24402128
0.119116903,1,0.133452269,0.144928809,0.111970801,0.100485009
0.104371855,1,0.143539907,0.111316286,0.098867145,0.094970217
0.269512968,1,0.282701411,0.261185889,0.285851764,0.214475813
0.229009472,1,0.280453682,0.291293065,0.271378912,0.229599942
0.132896835,1,0.165740846,0.126218037,0.087945595,0.962916634
0.251400325,1,0.230867935,0.237383563,0.243224276,0.218958384
0.179808723,1,0.212751195,0.255581963,0.147954232,0.123985116
0.209780349,1,0.206101796,0.189909366,0.158900865,0.212325058
0.249902769,1,0.243387961,0.25221208,0.247837081,0.269333006
0.111587935,1,0.201871272,0.152820033,0.072918267,0.074071523
0.245538839,1,0.221219406,0.234167862,0.247408032,0.25918774
0.148825055,1,0.234708922,0.254635547,0.177548245,0.129368798
0.249497987,1,0.127789302,0.289942522,0.254399233,0.158892454
0.268539157,1,0.188803058,0.258269043,0.245456641,0.227761262
0.213898076,1,0.177546745,0.279099534,0.175589902,0.306937692
0.298383307,1,0.23792656,0.186611853,1.134692604,1.150290385
0.307443353,1,0.263960045,0.122631298,1.126458157,1.152766197
0.262010593,1,0.256106453,0.27659245,0.225644818,0.203331645
0.195463134,1,0.23279026,0.268432605,0.216226052,0.271567605
0.160726192,1,0.202461139,0.260060487,0.175471943,0.247995727
0.21735649,1,0.272179103,0.211600529,0.236439951,0.209361759
0.246041976,1,0.255130562,0.269441094,0.254157475,0.257034886
0.229555791,1,0.260553657,0.231897108,0.260005744,0.227825796
0.208594328,1,0.198361253,0.267700325,0.182966897,0.273156768
0.233369529,1,0.268170051,0.198924223,0.235561106,0.213733178
0.264102314,1,0.299883477,0.295508652,0.286910775,0.280072401
0.225220373,1,0.233970402,0.263941116,0.231889615,0.266955059
0.188781909,1,0.173533546,0.215229809,0.160407016,0.21948018
0.179736761,1,0.15027669,0.199949583,0.179188692,0.205971769
0.117493413,1,0.12671725,0.134390169,0.126773923,0.104398205
0.241518923,1,0.13655755,0.247475896,0.239595885,0.16125925
0.195176449,1,0.229801659,0.241220631,0.207926984,0.276464204
0.287545479,1,0.242318851,0.164630809,1.084775106,1.085193338
0.096377339,1,0.1110553,0.149261267,0.072314225,0.095268369
0.306357659,1,0.294180997,0.247995302,0.282480154,0.251281883
0.278949016,1,0.187304322,0.261030777,0.267791231,0.134376647
0.116064051,1,0.137569126,0.142707331,0.115170145,0.945243479
0.250744255,1,0.2432262,0.230400498,0.206904566,0.281253449
0.265861705,1,0.311815847,0.281364958,0.27731558,0.298477277
0.200606,1,0.18677652,0.27616847,0.201228113,0.236211516
0.161294995,1,0.199226766,0.142771247,0.190918319,0.210775115
0.215704852,1,0.227719333,0.262671131,0.162608296,0.264001912
0.185949465,1,0.179823644,0.210699737,0.106389221,0.20938679
0.178570536,1,0.218640882,0.24617071,0.169690492,0.28106608
0.150162042,1,0.186001318,0.202415467,0.189014165,0.19315291
0.198315286,1,0.215922516,0.252516172,0.157942799,0.256513979
0.184252397,1,0.20589725,0.289059024,0.198388925,0.253577814
0.136555078,1,0.071842257,0.05575803,0.058129547,0.089406429
0.181069713,1,0.175375333,0.244209741,0.213902568,0.21157622
0.247522482,1,0.276044791,0.207612387,0.229939834,0.214849162
0.280173263,1,0.281048828,0.240765916,0.260777489,0.197809037
0.178058019,1,0.206293865,0.174693533,0.151132422,0.139121446
0.168361319,1,0.222103431,0.257506097,0.229672211,0.259927658
0.210170774,1,0.188781893,0.295208834,0.135402856,0.254933245
0.202973905,1,0.162740527,0.256778593,0.200892277,0.235553579
0.19107476,1,0.207666526,0.224733331,0.18532447,0.218317225
0.272468334,1,0.32955029,0.272941507,0.283014818,0.267341691
0.230378229,1,0.209965894,0.243863525,0.238541931,0.249601143
0.201021552,1,0.23233762,0.270655566,0.174192456,0.294085168
0.164571466,1,0.645423192,0.104535861,0.114673717,0.10271907
0.123296547,1,0.637257235,0.071130514,0.07225399,0.053435753
0.093172935,1,0.125103608,0.157310082,0.096034316,0.965651782
0.235574157,1,0.221799006,0.225658655,0.246637706,0.257873844
0.169170057,1,0.661765443,0.111096199,0.048812496,0.08508797
0.164114229,1,0.266119702,0.259637162,0.153966431,0.260466338
0.230738244,1,0.268197491,0.310386333,0.207995789,0.257966289
0.296141217,1,0.345995128,0.268789106,0.265212687,0.311773611
0.138721713,1,0.069410716,0.028619994,0.059448425,0.127301597
0.095486837,1,0.134185793,0.14776015,0.105036093,0.074227127
0.120728635,1,0.1380066,0.145489793,0.094032093,0.078851382
0.239405864,1,0.238790131,0.205798253,0.193488671,0.242372278
0.272048307,1,0.169872165,0.300639186,0.268200738,0.133792937
0.229839669,1,0.221942237,0.252400856,0.198408,0.297908428
0.182290744,1,0.199575467,0.213447792,0.15765137,0.161936914
0.117310613,1,0.132222536,0.140558111,0.119697887,0.075008635
0.208437173,1,0.22150048,0.215064234,0.177867734,0.131903544
0.285407426,1,0.3542411,0.228557621,0.288415986,0.28571082
0.181996244,1,0.016584121,0.079213017,0.059692539,0.115866494
0.286644715,1,0.233314067,0.158611761,1.140564726,1.145824738
0.150486856,1,0.036416903,0.049775257,0.076766781,0.144704541
0.171684533,1,0.184246988,0.160678022,0.216858779,0.236056742
0.25142006,1,0.282576696,0.275504664,0.270541359,0.243450933
0.190094577,1,0.166504017,0.223424952,0.119475294,0.192480586
0.213932669,1,0.215766635,0.259348239,0.183911718,0.272242856
0.138597281,1,0.679227965,0.107837321,0.083488495,0.131597502
0.186467708,1,0.185313793,0.187616757,0.16085212,0.167706856
0.264597071,1,0.145597634,0.279816908,0.253201191,0.151614994
0.097502769,1,0.143714279,0.138682931,0.108618038,0.92323308
0.161588392,1,0.154767581,0.191222661,0.097213765,0.234390488
0.108095992,1,0.188581969,0.121537526,0.063882189,0.089294305
0.100907772,1,0.151755624,0.12250982,0.110123421,0.957932536
0.274876445,1,0.16456758,0.262065674,0.243951005,0.149218781
0.131150256,1,0.633334566,0.09285507,0.109540188,0.12886046
0.165779537,1,0.217263655,0.219728018,0.13366057,0.175327529
0.205070491,1,0.231802323,0.264941005,0.155351874,0.265129855
0.171088603,1,0.177869941,0.185459103,0.140598455,0.231159971
0.214230713,1,0.179245485,0.269642571,0.213655982,0.227193986
0.15194777,1,0.067764195,0.052688133,0.041893883,0.102245544
0.178921582,1,0.089094498,0.114622324,0.064893698,0.118356887
0.145053284,1,0.21833413,0.217154497,0.140265359,0.138684316
0.163489801,1,0.210517694,0.252098448,0.178931651,0.12032443
0.224292611,1,0.236055447,0.266825418,0.200143783,0.283335798
0.242476865,1,0.227834842,0.265035959,0.249896495,0.268261067
0.215084302,1,0.261926784,0.237193982,0.263608651,0.234798174
0.23047491,1,0.226521299,0.257606758,0.156638285,0.276651736
0.207628582,1,0.214207889,0.246592362,0.186893115,0.249681488
0.214792913,1,0.263469712,0.259755984,0.231104855,0.222698486
0.148317665,1,0.171423858,0.157478172,0.167539091,0.181448348
0.196514285,1,0.174652673,0.209386211,0.171894647,0.264783572
0.26179034,1,0.232245184,0.245016048,0.26697337,0.259167792
0.109039213,1,0.178618573,0.17121369,0.062908875,0.072818592
0.138779481,1,0.246216444,0.212072405,0.170772304,0.146517771
0.209103305,1,0.212140581,0.255112503,0.204951849,0.272532896
0.29763133,1,0.275115051,0.211027944,0.25524202,0.296509289
0.144312688,1,0.646775,0.097218789,0.093444509,0.106053932
0.233200963,1,0.232497346,0.231938909,0.279782004,0.256635961
0.08900167,1,0.173846754,0.162713783,0.081449363,0.050402325
0.180223074,1,0.281994978,0.230599094,0.26582649,0.216280589
0.214239457,1,0.245438123,0.242998719,0.201705307,0.260075197
0.106662906,1,0.101765373,0.109574921,0.091347689,0.080554879
0.219522346,1,0.287450687,0.214928212,0.288005411,0.221577432
0.19247484,1,0.215773468,0.266445927,0.231094637,0.214912129
0.064393386,1,0.17483481,0.156406252,0.074731344,0.035978858
0.165415123,1,0.157853696,0.155382765,0.091459078,0.070448149
0.230620346,1,0.233485401,0.301415167,0.241817144,0.278877336
0.271936494,1,0.284318454,0.23401851,0.260124789,0.301191816
0.124720188,1,0.158751365,0.159156765,0.076790049,0.078422282
0.177633201,1,0.169013373,0.206273583,0.127579793,0.247759163
0.161296317,1,0.062053329,0.063496203,0.066514464,0.124633558
0.192228097,1,0.182505099,0.249440331,0.207328946,0.24756934
0.1513991,1,0.080102185,0.067052824,0.082921996,0.155941663
0.239593574,1,0.227418352,0.255113751,0.218680909,0.269983909
0.101438033,1,0.640984114,0.106824533,0.056021887,0.09147874
0.229862705,1,0.216627254,0.278749105,0.167134054,0.272088469
0.304216219,1,0.217475947,0.172204853,1.135596223,1.130599625
0.178341115,1,0.203180416,0.18281214,0.173467125,0.200242738
0.216814123,1,0.222981665,0.271138781,0.208388223,0.250457292
0.192311248,1,0.149498958,0.213881363,0.155490774,0.202169175
0.195280252,1,0.181451459,0.157022779,0.181168127,0.203076055
0.128429077,1,0.122346346,0.097519787,0.091429747,0.042877701
0.219406466,1,0.258998503,0.197516781,0.254051575,0.209600964
0.176431551,1,0.184110717,0.215933378,0.147351836,0.226983942
0.225231902,1,0.201842673,0.259058853,0.191719249,0.289150584
0.116695156,1,0.144864161,0.158145331,0.098285033,0.965015318
0.143594593,1,0.080960306,0.064013172,0.081631923,0.076654259
0.103279642,1,0.165903729,0.156954337,0.086506739,0.077505747
0.262035829,1,0.290476079,0.288763903,0.298193403,0.219365629
0.23188392,1,0.215392669,0.260807649,0.227735596,0.228055432
0.273819716,1,0.276474502,0.263900282,0.220817714,0.281524801
0.098822791,1,0.162744836,0.13308617,0.10647869,0.117395122
0.192136438,1,0.168119238,0.224146723,0.159803679,0.188796759
0.113384491,1,0.08869897,0.051755229,0.065037169,0.104926765
0.1492696,1,0.074574307,0.033573233,0.062318766,0.114275795
0.151887602,1,0.215953385,0.20649784,0.190371552,0.162329199
0.283508976,1,0.278604102,0.254629709,0.268842026,0.263925223
0.157816012,1,0.147848737,0.077049022,0.058852218,0.070149746
0.305463496,1,0.321840571,0.294734541,0.244388226,0.234948691
0.15651487,1,0.165449979,0.21715245,0.175038032,0.221192588
0.084072225,1,0.132800528,0.137748783,0.123335373,0.085744115
0.29337748,1,0.26838622,0.188407896,0.240449469,0.247931344
0.152155402,1,0.212142711,0.193699847,0.123041501,0.124696655
0.20276697,1,0.246934132,0.250815152,0.181421984,0.248547385
0.213221076,1,0.223135405,0.260115905,0.163683737,0.304344405
0.102936884,1,0.161702998,0.14496028,0.105013851,0.955963658
0.28742799,1,0.285082557,0.163120954,1.141649657,1.152399201
0.295685754,1,0.35009531,0.301511894,0.29164619,0.245986695
0.219212946,1,0.291858156,0.229141247,0.195709474,0.222188694
0.161421916,1,0.210830629,0.216910641,0.138018448,0.228496315
0.292052503,1,0.332815303,0.326954663,0.300627559,0.206345062
0.182462606,1,0.236130476,0.282941941,0.197620139,0.248392164
0.108058331,1,0.173747545,0.149095701,0.063158975,0.077728903
0.235546404,1,0.218073974,0.239859581,0.19568919,0.223668401
0.29694603,1,0.168430044,0.268237904,0.266482255,0.181582756
0.166067173,1,0.187546196,0.15057234,0.167048206,0.165621414
0.101316802,1,0.119970173,0.12101414,0.058799997,0.036659146
0.237594299,1,0.227133507,0.237956888,0.221562484,0.304366677
0.210183681,1,0.203643021,0.2336297,0.18971187,0.275707538
0.249618559,1,0.222942815,0.211418288,0.227472875,0.238026837
0.131798936,1,0.107898911,0.08303238,0.097257271,0.101877737
0.217404921,1,0.211045318,0.210901655,0.147365108,0.228100972
0.206658722,1,0.212504465,0.23414208,0.20446422,0.130661052
0.185510464,1,0.176962956,0.25405641,0.171890714,0.25546471
0.250033912,1,0.255428935,0.277264091,0.307529971,0.199308405
0.2442933,1,0.271194979,0.193526304,0.230782627,0.236212471
0.223943979,1,0.241483641,0.234426074,0.245033542,0.208667882
0.202372952,1,0.188228219,0.201201023,0.136105273,0.249056668
0.124026507,1,0.127507283,0.125551413,0.079739474,0.029633721
0.12307012,1,0.163612935,0.246374613,0.143500424,0.190730709
0.184581031,1,0.167395499,0.244908122,0.162827526,0.19888514
0.238406141,1,0.26701869,0.229226494,0.271227785,0.215934734
0.139907999,1,0.645641132,0.083602722,0.098174997,0.082885728
0.258003483,1,0.268557004,0.262221611,0.250223554,0.215831486
0.204735486,1,0.223748521,0.226091986,0.155130009,0.256905775
0.253908535,1,0.238784545,0.246401327,0.242488818,0.259444845
0.208729051,1,0.2341599,0.271727182,0.204539594,0.21230838
0.178895134,1,0.186762676,0.226515614,0.177206558,0.153556816
0.270882189,1,0.159046737,0.237649142,0.259258541,0.19381114
0.151710152,1,0.183330696,0.174245892,0.161911963,0.153191942
0.078638295,1,0.188636023,0.150572208,0.065452047,0.088951476
0.184156004,1,0.239701795,0.241264289,0.216132215,0.276943224
0.164965923,1,0.167059557,0.228319533,0.168863752,0.235747702
0.108436217,1,0.17722242,0.148224421,0.106933405,0.055822368
0.200329468,1,0.246319429,0.255614835,0.190610392,0.259879921
0.206453811,1,0.340243634,0.231612262,0.249852308,0.223937331
0.16488648,1,0.162798948,0.196731578,0.147266724,0.222072456
0.133156076,1,0.156389641,0.183900923,0.103489056,0.948308953
0.198943093,1,0.203659073,0.260713731,0.182230398,0.256288327
0.237206743,1,0.275919897,0.25168601,0.223623191,0.198340383
0.128717522,1,0.145473164,0.179420423,0.094398028,0.944936654
0.25820995,1,0.173599161,0.250692606,0.229390519,0.284478401
0.294458797,1,0.166361909,0.246840308,0.248727308,0.160949549
0.174993936,1,0.185359829,0.190973914,0.160682436,0.185126371
0.185185573,1,0.226619516,0.227725351,0.138235877,0.161610573
0.203811254,1,0.276048643,0.251151618,0.215567822,0.251022867
0.231293161,1,0.194931484,0.259140133,0.246682974,0.25601915
0.291717392,1,0.243473262,0.186559494,1.111021075,1.133980898
0.225591729,1,0.226344562,0.257377327,0.200963645,0.285778121
0.12886238,1,0.615099649,0.055420536,0.066303783,0.112884639
0.125979504,1,0.139356055,0.149587462,0.09891797,0.104031314
0.09478751,1,0.194294768,0.180846517,0.099993119,0.924207075
0.263021546,1,0.344421957,0.295897351,0.324687635,0.250036132
0.186386217,1,0.16664746,0.222602864,0.167435299,0.219455
0.125541111,1,0.144667463,0.131800859,0.154813224,0.098748928
